class	class label	def	op	goleft	goright	rhea	rhea label	is_match	info	info label
http://purl.obolibrary.org/obo/GO_0019154	glycolate dehydrogenase activity	Catalysis of the reaction: A + glycolate = AH(2) + glyoxylate.	=	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://purl.obolibrary.org/obo/CHEBI_29805/glycolate-1	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_36655/glyoxylate-1	http://rdf.rhea-db.org/21264	A + glycolate = AH2 + glyoxylate	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_29805|http://purl.obolibrary.org/obo/CHEBI_36655	hydrogen acceptor|hydrogen donor|glycolate|glyoxylate
http://purl.obolibrary.org/obo/GO_0031320	hexitol dehydrogenase activity	Catalysis of the reaction: hexitol + acceptor = hexose + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0033718	pyranose dehydrogenase (acceptor) activity	Catalysis of the reactions: pyranose + acceptor = 2-dehydropyranose (or 3-dehydropyranose or 2,3-didehydropyranose) + reduced acceptor, and a pyranoside + acceptor = a 3-dehydropyranoside (or 3,4-didehydropyranoside) + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0033719	2-oxo-acid reductase activity	Catalysis of the reaction: a (2R)-hydroxy-carboxylate + acceptor = a 2-oxo-carboxylate + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0033720	(S)-mandelate dehydrogenase activity	Catalysis of the reaction: (S)-2-hydroxy-2-phenylacetate + acceptor = 2-oxo-2-phenylacetate + reduced acceptor.	=	http://x.org/noparse#(S)-2-hydroxy-2-phenylacetate/(S)-2-hydroxy-2-phenylacetate-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://x.org/noparse#2-oxo-2-phenylacetate/2-oxo-2-phenylacetate-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/15749	(S)-mandelate + A = AH2 + phenylglyoxylate	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17756|http://purl.obolibrary.org/obo/CHEBI_36656	hydrogen acceptor|hydrogen donor|(S)-mandelate|phenylglyoxylate
http://purl.obolibrary.org/obo/GO_0033757	glucoside 3-dehydrogenase activity	Catalysis of the reaction: sucrose + acceptor = 3-dehydro-alpha-D-glucosyl-beta-D-fructofuranoside + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_17992/sucrose-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_17429/3-ketosucrose-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/16589	A + sucrose = 3-dehydro-alpha-D-glucosyl beta-D-fructofuranoside + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17429|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17992	hydrogen acceptor|3-ketosucrose|hydrogen donor|sucrose
http://purl.obolibrary.org/obo/GO_0034522	cis-1,2-dihydroxy-1,2-dihydro-8-carboxynaphthalene dehydrogenase activity	Catalysis of the reaction: cis-1,2-dihydroxy-1,2-dihydro-8-carboxynaphthalene = 1,2-dihydroxy-8-carboxynaphthalene + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034582	3-hydroxy-4-methyloctanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 3-hydroxy-4-methyloctanoyl-CoA = 4-methyl-3-oxooctanoyl-CoA + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034778	2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA dehydrogenase activity	Catalysis of the reaction: 2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA = 4-isopropenyl-2-ketocyclohexane-1-carboxyl-CoA + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034817	cis-9,10-dihydroanthracene-9,10-diol dehydrogenase activity	Catalysis of the reaction: cis-9,10-dihydroanthracene-9,10-diol = 9,10-anthraquinone + 4 H+ + 4 e-.								
http://purl.obolibrary.org/obo/GO_0034821	citronellol dehydrogenase activity	Catalysis of the reaction: citronellol + NAD+ = citronellal + NADH + H+.								
http://purl.obolibrary.org/obo/GO_0034847	naphthyl-2-hydroxymethyl-succinyl-CoA dehydrogenase activity	Catalysis of the reaction: naphthyl-2-hydroxymethyl-succinyl-CoA = naphthyl-2-oxomethyl-succinyl-CoA + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034863	2,4,4-trimethyl-1-pentanol dehydrogenase activity	Catalysis of the reaction: 2,4,4-trimethyl-1-pentanol = 2,4,4-trimethylpentanal + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034868	2,4,4-trimethyl-3-hydroxypentanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 2,4,4-trimethyl-3-hydroxypentanoyl-CoA = 2,4,4-trimethyl-3-oxopentanoyl-CoA + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034871	1-hydroxy-4,4-dimethylpentan-3-one dehydrogenase activity	Catalysis of the reaction: 1-hydroxy-4,4-dimethylpentan-3-one = 4,4-dimethyl-3-oxopentanal + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034891	endosulfan diol dehydrogenase activity	Catalysis of the reaction: endosulfan diol = endosulfan hydroxyether + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034901	endosulfan hydroxyether dehydrogenase activity	Catalysis of the reaction: endosulfan hydroxyether = endosulfan lactone + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034918	3-hydroxy-2-methylhexanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 3-hydroxy-2-methylhexanoyl-CoA = 2-methyl-3-oxohexanoyl-CoA + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0034944	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA + NAD+ = 2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA + NADH+ + H+.								
http://purl.obolibrary.org/obo/GO_0042469	versicolorin reductase activity	Catalysis of the reduction of versicolorin A to sterigmatocystin.								
http://purl.obolibrary.org/obo/GO_0045703	ketoreductase activity	Catalysis of the reduction of a ketone group to form the corresponding alcohol.								
http://purl.obolibrary.org/obo/GO_0047060	(R)-pantolactone dehydrogenase (flavin) activity	Catalysis of the reaction: (R)-pantolactone + A = 2-dehydropantolactone + AH(2).	=	http://purl.obolibrary.org/obo/CHEBI_16719/(R)-pantolactone-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://purl.obolibrary.org/obo/CHEBI_18395/2-dehydropantolactone-1|http://x.org/noparse#AH(2)/AH(2)-1	http://rdf.rhea-db.org/21004	(R)-pantolactone + A = 2-dehydropantolactone + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16719|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_18395	hydrogen acceptor|(R)-pantolactone|hydrogen donor|2-dehydropantolactone
http://purl.obolibrary.org/obo/GO_0047061	glucose-fructose oxidoreductase activity	Catalysis of the reaction: D-fructose + D-glucose = D-glucitol + D-glucono-1,5-lactone.	=	http://purl.obolibrary.org/obo/CHEBI_37721/D-fructofuranose-1|http://purl.obolibrary.org/obo/CHEBI_4167/D-glucopyranose-1	http://purl.obolibrary.org/obo/CHEBI_17924/D-glucitol-1|http://purl.obolibrary.org/obo/CHEBI_16217/D-glucono-1,5-lactone-1	http://rdf.rhea-db.org/20637	D-fructose + D-glucose = D-glucono-1,5-lactone + D-sorbitol	matched		
http://purl.obolibrary.org/obo/GO_0047545	2-hydroxyglutarate dehydrogenase activity	Catalysis of the reaction: (S)-2-hydroxyglutarate + acceptor = 2-oxoglutarate + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_16782/(S)-2-hydroxyglutarate(2-)-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_16810/2-oxoglutarate(2-)-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/21252	(S)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16782|http://purl.obolibrary.org/obo/CHEBI_16810|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|(S)-2-hydroxyglutarate(2-)|2-oxoglutarate(2-)|hydrogen donor
http://purl.obolibrary.org/obo/GO_0047564	3-hydroxycyclohexanone dehydrogenase activity	Catalysis of the reaction: 3-hydroxycyclohexanone + A = AH(2) + cyclohexane-1,3-dione.	=	http://purl.obolibrary.org/obo/CHEBI_17611/3-hydroxycyclohexanone-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_17766/cyclohexane-1,3-dione-1	http://rdf.rhea-db.org/15905	3-hydroxycyclohexanone + A = AH2 + cyclohexane-1,3-dione	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17611|http://purl.obolibrary.org/obo/CHEBI_17766	hydrogen acceptor|hydrogen donor|3-hydroxycyclohexanone|cyclohexane-1,3-dione
http://purl.obolibrary.org/obo/GO_0047645	alkan-1-ol dehydrogenase (acceptor) activity	Catalysis of the reaction: primary alcohol + acceptor = aldehyde + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_15734/primary alcohol-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_17478/aldehyde-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/14685	A + a primary alcohol = AH2 + an aldehyde	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15734|http://purl.obolibrary.org/obo/CHEBI_17478|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|primary alcohol|aldehyde|hydrogen donor
http://purl.obolibrary.org/obo/GO_0047735	cellobiose dehydrogenase (acceptor) activity	Catalysis of the reaction: cellobiose + acceptor = cellobiono-1,5-lactone + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_17057/cellobiose-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_17863/cellobiono-1,5-lactone-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/23484	A + D-cellobiose = AH2 + cellobiono-1,5-lactone	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17057|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17863	hydrogen acceptor|cellobiose|hydrogen donor|cellobiono-1,5-lactone
http://purl.obolibrary.org/obo/GO_0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	=	http://purl.obolibrary.org/obo/CHEBI_16004/(R)-lactate-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_15361/pyruvate-1	http://rdf.rhea-db.org/15089	(R)-lactate + A = AH2 + pyruvate	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15361|http://purl.obolibrary.org/obo/CHEBI_16004|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|pyruvate|(R)-lactate|hydrogen donor
http://purl.obolibrary.org/obo/GO_0047833	D-sorbitol dehydrogenase (acceptor) activity	Catalysis of the reaction: D-sorbitol + acceptor = L-sorbose + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_17924/D-glucitol-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_13172/keto-L-sorbose-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/21320	A + D-sorbitol = AH2 + L-sorbopyranose	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17924|http://purl.obolibrary.org/obo/CHEBI_48649	hydrogen acceptor|hydrogen donor|D-glucitol|L-sorbopyranose
http://purl.obolibrary.org/obo/GO_0047843	dehydrogluconate dehydrogenase activity	Catalysis of the reaction: 2-dehydro-D-gluconate + A = 2,5-didehydro-D-gluconate + AH(2).	=	http://purl.obolibrary.org/obo/CHEBI_16808/2-dehydro-D-gluconate-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://purl.obolibrary.org/obo/CHEBI_11449/2,5-didehydro-D-gluconate-1|http://x.org/noparse#AH(2)/AH(2)-1	http://rdf.rhea-db.org/12368	2-dehydro-D-gluconate + A = 2,5-didehydro-D-gluconate + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_11449|http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16808|http://purl.obolibrary.org/obo/CHEBI_17499	2,5-didehydro-D-gluconate|hydrogen acceptor|2-dehydro-D-gluconate|hydrogen donor
http://purl.obolibrary.org/obo/GO_0047904	fructose 5-dehydrogenase activity	Catalysis of the reaction: D-fructose + A = 5-dehydro-D-fructose + AH(2).	=	http://purl.obolibrary.org/obo/CHEBI_37721/D-fructofuranose-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://purl.obolibrary.org/obo/CHEBI_17011/5-dehydro-D-fructose-1|http://x.org/noparse#AH(2)/AH(2)-1	http://rdf.rhea-db.org/22304	A + D-fructose = 5-dehydro-D-fructose + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17011|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_37721	hydrogen acceptor|5-dehydro-D-fructose|hydrogen donor|D-fructofuranose
http://purl.obolibrary.org/obo/GO_0047955	glycerol dehydrogenase (acceptor) activity	Catalysis of the reaction: A + glycerol = AH(2) + glycerone.	=	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://purl.obolibrary.org/obo/CHEBI_17754/glycerol-1	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#glycerone/glycerone-1	http://rdf.rhea-db.org/17493	A + glycerol = AH2 + dihydroxyacetone	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16016|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17754	hydrogen acceptor|dihydroxyacetone|hydrogen donor|glycerol
http://purl.obolibrary.org/obo/GO_0047988	hydroxyacid-oxoacid transhydrogenase activity	Catalysis of the reaction: (S)-3-hydroxybutanoate + 2-oxoglutarate = acetoacetate + (R)-2-hydroxyglutarate.								
http://purl.obolibrary.org/obo/GO_0050042	lactate-malate transhydrogenase activity	Catalysis of the reaction: (S)-lactate + oxaloacetate = malate + pyruvate.	=	http://purl.obolibrary.org/obo/CHEBI_16651/(S)-lactate-1|http://purl.obolibrary.org/obo/CHEBI_16452/oxaloacetate(2-)-1	http://purl.obolibrary.org/obo/CHEBI_25115/malate-1|http://purl.obolibrary.org/obo/CHEBI_15361/pyruvate-1	http://rdf.rhea-db.org/10984	(S)-lactate + oxaloacetate = (S)-malate + pyruvate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15361|http://purl.obolibrary.org/obo/CHEBI_15589|http://purl.obolibrary.org/obo/CHEBI_16452|http://purl.obolibrary.org/obo/CHEBI_16651	pyruvate|(S)-malate(2-)|oxaloacetate(2-)|(S)-lactate
http://purl.obolibrary.org/obo/GO_0050238	pyridoxine 5-dehydrogenase activity	Catalysis of the reaction: pyridoxine + acceptor = isopyridoxal + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_16709/pyridoxine-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_17889/isopyridoxal-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/14497	A + pyridoxine = AH2 + isopyridoxal	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16709|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17889	hydrogen acceptor|pyridoxine|hydrogen donor|isopyridoxal
http://purl.obolibrary.org/obo/GO_0050288	sorbose dehydrogenase activity	Catalysis of the reaction: L-sorbose + A = 5-dehydro-D-fructose + AH(2).	=	http://purl.obolibrary.org/obo/CHEBI_13172/keto-L-sorbose-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1	http://purl.obolibrary.org/obo/CHEBI_17011/5-dehydro-D-fructose-1|http://x.org/noparse#AH(2)/AH(2)-1	http://rdf.rhea-db.org/14713	A + L-sorbopyranose = 5-dehydro-D-fructose + AH2	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17011|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_48649	hydrogen acceptor|5-dehydro-D-fructose|hydrogen donor|L-sorbopyranose
http://purl.obolibrary.org/obo/GO_0050383	uracil dehydrogenase activity	Catalysis of the reaction: uracil + acceptor = barbiturate + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0051990	(R)-2-hydroxyglutarate dehydrogenase activity	Catalysis of the reaction: (R)-2-hydroxyglutarate + acceptor = 2-oxoglutarate + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0052749	glucose-6-phosphate dehydrogenase (coenzyme F420) activity	Catalysis of the reaction: beta-D-glucose 6-phosphate + coenzyme F420 + H+ = 6-O-phosphono-D-glucono-1,5-lactone + reduced coenzyme F420.	=	http://purl.obolibrary.org/obo/CHEBI_58247/beta-D-glucose 6-phosphate(2-)-1|http://x.org/noparse#coenzyme F420/coenzyme F420-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1	http://purl.obolibrary.org/obo/CHEBI_16938/6-O-phosphono-D-glucono-1,5-lactone-1|http://purl.obolibrary.org/obo/CHEBI_57530/1,5-dihydrocoenzyme F420(4-)-1	http://rdf.rhea-db.org/27294	D-glucose 6-phosphate + H(+) + oxidized coenzyme F420-(gamma-Glu)(n) = 6-phospho-D-glucono-1,5-lactone + reduced coenzyme F420-(gamma-Glu)(n)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_57955|http://purl.obolibrary.org/obo/CHEBI_61548	hydron|6-O-phosphonato-D-glucono-1,5-lactone(2-)|D-glucopyranose 6-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0052753	propan-2-ol:coenzyme F420 oxidoreductase activity	Catalysis of the reaction: propan-2-ol + coenzyme F420 = acetone + reduced coenzyme F420.								
http://purl.obolibrary.org/obo/GO_0097256	phenyllactate dehydrogenase activity	Catalysis of the oxidation of phenyllactate to produce phenylpyruvate.								
http://purl.obolibrary.org/obo/GO_0097257	leukotriene B4 12-hydroxy dehydrogenase activity	Catalysis of the reaction: leukotriene B4 + NADP(+) = 12-oxo-leukotriene B4 + NADPH + H(+).								
http://purl.obolibrary.org/obo/GO_0097258	20-hydroxy-leukotriene B4 omega oxidase activity	Catalysis of the reaction: 20-hydroxy-leukotriene B4 + O2 + NADPH + H(+) = 20-aldehyde-leukotriene B4 + 2H2O + NADP(+).								
http://purl.obolibrary.org/obo/GO_0097620	(R)-mandelate dehydrogenase activity	Catalysis of the reaction: (R)-2-hydroxy-2-phenylacetate + acceptor = phenylglyoxylate + reduced acceptor.								
http://purl.obolibrary.org/obo/GO_0099615	(D)-2-hydroxyglutarate-pyruvate transhydrogenase activity	Catalysis of the reaction: (R)-2-hydroxyglutarate + pyruvate = alpha-ketoglutarate + D-lactate, with FAD functioning as an intermediate hydrogen acceptor.								
http://purl.obolibrary.org/obo/GO_0000104	succinate dehydrogenase activity	Catalysis of the reaction: succinate + acceptor = fumarate + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_30031/succinate(2-)-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_29806/fumarate(2-)-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/16357	A + succinate = AH2 + fumarate	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_29806|http://purl.obolibrary.org/obo/CHEBI_30031	hydrogen acceptor|hydrogen donor|fumarate(2-)|succinate(2-)
