class	class label	rhea	metacyc	ec	umbbd_enzyme	umbbd_reaction	kegg	img	is_leaf
GO:0004783	sulfite reductase (NADPH) activity	RHEA:13801	MetaCyc:SULFITE-REDUCT-RXN	EC:1.8.1.2					true
GO:0004791	thioredoxin-disulfide reductase activity	RHEA:20345	MetaCyc:THIOREDOXIN-REDUCT-NADPH-RXN	EC:1.8.1.9			KEGG:R02016		true
GO:0008785	alkyl hydroperoxide reductase activity					UM-BBD_reactionID:r0684			true
GO:0015042	trypanothione-disulfide reductase activity	RHEA:16757	MetaCyc:1.8.1.12-RXN	EC:1.8.1.12					true
GO:0047134	protein-disulfide reductase activity		MetaCyc:1.6.4.4-RXN	EC:1.8.1.8					true
GO:0047135	bis-gamma-glutamylcystine reductase activity	RHEA:11980	MetaCyc:1.6.4.9-RXN	EC:1.8.1.13			KEGG:R02742		true
GO:0047822	hypotaurine dehydrogenase activity	RHEA:17385	MetaCyc:HYPOTAURINE-DEHYDROGENASE-RXN	EC:1.8.1.3			KEGG:R01681		true
GO:0050445	asparagusate reductase activity	RHEA:14881	MetaCyc:ASPARAGUSATE-REDUCTASE-NADH-RXN	EC:1.8.1.11			KEGG:R03761		true
GO:0050451	CoA-disulfide reductase activity		MetaCyc:COA-DISULFIDE-REDUCTASE-NADH-RXN	EC:1.8.1.14					true
GO:0050452	CoA-glutathione reductase activity	RHEA:14617	MetaCyc:COA-GLUTATHIONE-REDUCTASE-NADPH-RXN	EC:1.8.1.10					true
GO:0050456	cystine reductase activity	RHEA:20597	MetaCyc:CYSTINE-REDUCTASE-NADH-RXN	EC:1.8.1.6			KEGG:R00892		true
GO:0050627	mycothione reductase activity		MetaCyc:1.8.1.15-RXN	EC:1.8.1.15					true
GO:0050628	2-oxopropyl-CoM reductase (carboxylating) activity	RHEA:16977	MetaCyc:1.8.1.5-RXN	EC:1.8.1.5		UM-BBD_reactionID:r0854	KEGG:R05713		true
GO:0098622	selenodiglutathione-disulfide reductase activity								true
GO:0102039	alkylhydroperoxide reductase activity		MetaCyc:R4-RXN						true
GO:0016174	NAD(P)H oxidase activity			EC:1.6.3.1					true
GO:0016175	superoxide-generating NADPH oxidase activity			EC:1.6.3					true
GO:0009703	nitrate reductase (NADH) activity	RHEA:17913	MetaCyc:NITRATE-REDUCTASE-NADH-RXN	EC:1.7.1.1					true
GO:0050463	nitrate reductase [NAD(P)H] activity			EC:1.7.1.2					true
GO:0050464	nitrate reductase (NADPH) activity	RHEA:19061	MetaCyc:NITRATE-REDUCTASE-NADPH-RXN	EC:1.7.1.3					true
GO:0016966	nitric oxide reductase activity		MetaCyc:NITRIC-OXIDE-REDUCTASE-RXN	EC:1.7.2.5			KEGG:R00294		true
GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity		MetaCyc:1.7.2.2-RXN	EC:1.7.2.2					true
GO:0043798	glycerate 2-kinase activity		MetaCyc:GKI-RXN	EC:2.7.1					true
GO:0050304	nitrous-oxide reductase activity		MetaCyc:RXN-12130	EC:1.7.2.4			KEGG:R02804		true
GO:0050421	nitrite reductase (NO-forming) activity		MetaCyc:NITRITE-REDUCTASE-CYTOCHROME-RXN	EC:1.7.2.1					true
GO:0050626	trimethylamine-N-oxide reductase (cytochrome c) activity		MetaCyc:1.7.2.3-RXN	EC:1.7.2.3					true
GO:0004846	urate oxidase activity	RHEA:21368	MetaCyc:URATE-OXIDASE-RXN	EC:1.7.3.3		UM-BBD_reactionID:r1322			true
GO:0018547	nitroglycerin reductase activity			EC:1.7.3	UM-BBD_enzymeID:e0038				true
GO:0047557	3-aci-nitropropanoate oxidase activity	RHEA:22372	MetaCyc:3-ACI-NITROPROPANOATE-OXIDASE-RXN	EC:1.7.3.5			KEGG:R01609		true
GO:0047608	acetylindoxyl oxidase activity	RHEA:16941	MetaCyc:ACETYLINDOXYL-OXIDASE-RXN	EC:1.7.3.2					true
GO:0047991	hydroxylamine oxidase activity	RHEA:19969	MetaCyc:HAONITRO-RXN	EC:1.7.3.4			KEGG:R00793		true
GO:0052664	nitroalkane oxidase activity		MetaCyc:RXN-11045	EC:1.7.3.1			KEGG:R00799		false
GO:0047889	ferredoxin-nitrate reductase activity		MetaCyc:1.7.7.2-RXN	EC:1.7.7.2					true
GO:0048307	ferredoxin-nitrite reductase activity		MetaCyc:FERREDOXIN--NITRITE-REDUCTASE-RXN	EC:1.7.7.1					true
GO:0008942	nitrite reductase [NAD(P)H] activity	RHEA:24628|RHEA:24632	MetaCyc:NITRITREDUCT-RXN	EC:1.7.1.4			KEGG:R00787|KEGG:R00789		true
GO:0034957	3-nitrophenol nitroreductase activity					UM-BBD_reactionID:r1495			true
GO:0047136	4-(dimethylamino)phenylazoxybenzene reductase activity	RHEA:19789	MetaCyc:1.6.6.12-RXN	EC:1.7.1.11			KEGG:R04303		true
GO:0047137	N-hydroxy-2-acetamidofluorene reductase activity		MetaCyc:1.7.1.12-RXN	EC:1.7.1.12					true
GO:0047999	hyponitrite reductase activity	RHEA:19337	MetaCyc:HYPONITRITE-REDUCTASE-RXN	EC:1.7.1.5			KEGG:R00023		true
GO:0050446	azobenzene reductase activity	RHEA:16269	MetaCyc:AZOBENZENE-REDUCTASE-RXN	EC:1.7.1.6		UM-BBD_reactionID:r0808			true
GO:0050460	hydroxylamine reductase (NADH) activity	RHEA:20581	MetaCyc:HYDROXYLAMINE-REDUCTASE-NADH-RXN	EC:1.7.1.10					true
GO:0050465	nitroquinoline-N-oxide reductase activity		MetaCyc:1.7.1.9-RXN	EC:1.7.1.9					true
GO:0102199	nitric oxide reductase activity (NAD(P)H-dependent) activity		MetaCyc:RXN-12112	EC:1.7.1.14					true
GO:0015035	protein disulfide oxidoreductase activity		MetaCyc:DISULFOXRED-RXN						false
GO:0015037	peptide disulfide oxidoreductase activity								false
GO:0050310	sulfite dehydrogenase activity		MetaCyc:SULFITE-DEHYDROGENASE-RXN	EC:1.8.2.1					true
GO:0050338	thiosulfate dehydrogenase activity		MetaCyc:THIOSULFATE-DEHYDROGENASE-RXN	EC:1.8.2.2					true
GO:0070225	sulfide dehydrogenase activity		MetaCyc:RXN-8156	EC:1.8.2					true
GO:0001735	prenylcysteine oxidase activity		MetaCyc:1.8.3.5-RXN	EC:1.8.3.5					true
GO:0008482	sulfite oxidase activity	RHEA:24600	MetaCyc:PWY-5326|MetaCyc:SULFITE-OXIDASE-RXN	EC:1.8.3.1			KEGG:R00533		true
GO:0016972	thiol oxidase activity	RHEA:17357	MetaCyc:THIOL-OXIDASE-RXN	EC:1.8.3.2		UM-BBD_reactionID:r1293			false
GO:0018549	methanethiol oxidase activity	RHEA:11812	MetaCyc:METHANETHIOL-OXIDASE-RXN	EC:1.8.3.4		UM-BBD_reactionID:r0209			true
GO:0047950	glutathione oxidase activity	RHEA:24112	MetaCyc:GLUTATHIONE-OXIDASE-RXN	EC:1.8.3.3			KEGG:R00120		true
GO:0102149	farnesylcysteine lyase activity		MetaCyc:RXN-11623	EC:1.8.3.6					true
GO:0120147	Formylglycine-generating oxidase activity	RHEA:51152	MetaCyc:RXN-16226	EC:1.8.3.7					true
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity	RHEA:11724	MetaCyc:1.8.4.8-RXN	EC:1.8.4.8			KEGG:R02021		true
GO:0008113	peptide-methionine (S)-S-oxide reductase activity		MetaCyc:RXN-8668|MetaCyc:RXN-8669	EC:1.8.4|EC:1.8.4.11					true
GO:0019153	protein-disulfide reductase (glutathione) activity	RHEA:21064	MetaCyc:PRODISULFREDUCT-RXN	EC:1.8.4.2					true
GO:0032843	hydroperoxide reductase activity								true
GO:0033741	adenylyl-sulfate reductase (glutathione) activity	RHEA:14141	MetaCyc:1.8.4.9-RXN	EC:1.8.4.9			KEGG:R05717		true
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	RHEA:24164	MetaCyc:1.8.4.12-RXN	EC:1.8.4|EC:1.8.4.12			KEGG:R07607		true
GO:0033744	L-methionine:thioredoxin-disulfide S-oxidoreductase activity	RHEA:19993	MetaCyc:1.8.4.13-RXN	EC:1.8.4.13			KEGG:R07606		false
GO:0033745	L-methionine-(R)-S-oxide reductase activity	RHEA:21260	MetaCyc:1.8.4.14-RXN	EC:1.8.4.14					true
GO:0043866	adenylyl-sulfate reductase (thioredoxin) activity	RHEA:21976		EC:1.8.4.10					true
GO:0047139	glutathione-homocystine transhydrogenase activity	RHEA:11464	MetaCyc:1.8.4.1-RXN	EC:1.8.4.1					true
GO:0047140	glutathione-CoA-glutathione transhydrogenase activity	RHEA:13125	MetaCyc:1.8.4.3-RXN	EC:1.8.4.3					true
GO:0047141	glutathione-cystine transhydrogenase activity	RHEA:12613	MetaCyc:1.8.4.4-RXN	EC:1.8.4.4					true
GO:0047142	enzyme-thiol transhydrogenase (glutathione-disulfide) activity		MetaCyc:1.8.4.7-RXN	EC:1.8.4.7					true
GO:0070191	methionine-R-sulfoxide reductase activity			EC:1.8.4					true
GO:0043831	thiosulfate dehydrogenase (quinone) activity	RHEA:10936	MetaCyc:1.8.5.2-RXN	EC:1.8.5.2			KEGG:R07177		true
GO:0045174	glutathione dehydrogenase (ascorbate) activity	RHEA:24424	MetaCyc:1.8.5.1-RXN	EC:1.8.5.1			KEGG:R01108		true
GO:0070224	sulfide:quinone oxidoreductase activity		MetaCyc:R17-RXN	EC:1.8.5					true
GO:0050311	sulfite reductase (ferredoxin) activity		MetaCyc:SULFITE-REDUCTASE-FERREDOXIN-RXN	EC:1.8.7.1					true
GO:0103012	ferredoxin-thioredoxin reductase activity		MetaCyc:RXN-9944	EC:1.8.7.2					true
GO:0050140	nitrate reductase (cytochrome) activity		MetaCyc:NITRATE-REDUCTASE-CYTOCHROME-RXN	EC:1.9.6.1					true
GO:0047062	trans-acenaphthene-1,2-diol dehydrogenase activity	RHEA:22184	MetaCyc:1.10.1.1-RXN	EC:1.10.1.1			KEGG:R04059		true
GO:0047063	L-ascorbate-cytochrome-b5 reductase activity		MetaCyc:1.10.2.1-RXN	EC:1.10.2.1					true
GO:0004097	catechol oxidase activity	RHEA:21632	MetaCyc:CATECHOL-OXIDASE-RXN	EC:1.10.3.1					false
GO:0008447	L-ascorbate oxidase activity	RHEA:30243	MetaCyc:L-ASCORBATE-OXIDASE-RXN	EC:1.10.3.3					true
GO:0009916	alternative oxidase activity								true
GO:0047561	3-hydroxyanthranilate oxidase activity	RHEA:17245	MetaCyc:3-HYDROXYANTHRANILATE-OXIDASE-RXN	EC:1.10.3.5			KEGG:R02666		true
GO:0050149	o-aminophenol oxidase activity		MetaCyc:O-AMINOPHENOL-OXIDASE-RXN	EC:1.10.3.4					true
GO:0050264	rifamycin-B oxidase activity	RHEA:11292	MetaCyc:RIFAMYCIN-B-OXIDASE-RXN	EC:1.10.3.6			KEGG:R03736		true
GO:0052716	hydroquinone:oxygen oxidoreductase activity		MetaCyc:LACCASE-RXN	EC:1.10.3.2			KEGG:R00083		true
GO:0102316	L-dopa oxidase activity		MetaCyc:RXN-13061						true
GO:0102721	ubiquinol:oxygen oxidoreductase activity		MetaCyc:RXN-6883	EC:1.10.3.11					true
GO:0102910	dirigent protein activity		MetaCyc:RXN-8677						true
GO:0009496	plastoquinol--plastocyanin reductase activity		MetaCyc:PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC:1.10.9.1			KEGG:R03817		true
GO:0004096	catalase activity	RHEA:20309	MetaCyc:CATAL-RXN	EC:1.11.1.6	UM-BBD_enzymeID:e0834				true
GO:0004130	cytochrome-c peroxidase activity		MetaCyc:CYTOCHROME-C-PEROXIDASE-RXN	EC:1.11.1.5					true
GO:0004447	iodide peroxidase activity	RHEA:23336	MetaCyc:IODIDE-PEROXIDASE-RXN	EC:1.11.1.8					true
GO:0004602	glutathione peroxidase activity	RHEA:16833	MetaCyc:GLUTATHIONE-PEROXIDASE-RXN	EC:1.11.1.9					true
GO:0008379	thioredoxin peroxidase activity		MetaCyc:RXN0-267	EC:1.11.1					true
GO:0016688	L-ascorbate peroxidase activity		MetaCyc:L-ASCORBATE-PEROXIDASE-RXN	EC:1.11.1.11					true
GO:0016689	manganese peroxidase activity	RHEA:22776	MetaCyc:MANGANESE-PEROXIDASE-RXN	EC:1.11.1.13					true
GO:0016690	diarylpropane peroxidase activity	RHEA:30271	MetaCyc:DIARYLPROPANE-PEROXIDASE-RXN	EC:1.11.1.14					true
GO:0016691	chloride peroxidase activity		MetaCyc:CHLORIDE-PEROXIDASE-RXN	EC:1.11.1.10					true
GO:0016692	NADH peroxidase activity	RHEA:18509	MetaCyc:NADH-PEROXIDASE-RXN	EC:1.11.1.1			KEGG:R00090		true
GO:0019806	bromide peroxidase activity			EC:1.11.1					true
GO:0033196	tryparedoxin peroxidase activity		MetaCyc:1.11.1.15-RXN						true
GO:0036393	thiocyanate peroxidase activity								true
GO:0047888	fatty acid peroxidase activity	RHEA:23960	MetaCyc:FATTY-ACID-PEROXIDASE-RXN	EC:1.11.1.3			KEGG:R01703		true
GO:0050137	NADPH peroxidase activity	RHEA:15173	MetaCyc:NADPH-PEROXIDASE-RXN	EC:1.11.1.2			KEGG:R00113		true
GO:0052750	reactive-black-5:hydrogen-peroxide oxidoreductase activity		MetaCyc:RXN-8666	EC:1.11.1.16			KEGG:R07612		true
GO:0072541	peroxynitrite reductase activity								true
GO:0047985	hydrogen dehydrogenase activity	RHEA:24636	MetaCyc:HYDROGEN-DEHYDROGENASE-RXN	EC:1.12.1.2					true
GO:0050583	hydrogen dehydrogenase (NADP+) activity	RHEA:18637	MetaCyc:1.12.1.3-RXN	EC:1.12.1.3					true
GO:0102220	hydrogenase activity (NAD+, ferredoxin)		MetaCyc:RXN-12215	EC:1.12.1.4					true
GO:0047806	cytochrome-c3 hydrogenase activity		MetaCyc:CYTOCHROME-C3-HYDROGENASE-RXN	EC:1.12.2.1	UM-BBD_enzymeID:e0481				true
GO:0008901	ferredoxin hydrogenase activity		MetaCyc:HYDROG-RXN	EC:1.12.7.2	UM-BBD_enzymeID:e0418				true
GO:0047067	hydrogen:quinone oxidoreductase activity	RHEA:18641	MetaCyc:1.12.5.1-RXN	EC:1.12.5.1			KEGG:R02965		true
GO:0047068	N5,N10-methenyltetrahydromethanopterin hydrogenase activity	RHEA:20017	MetaCyc:H2-METHYLENE-THMPT-DEHYDRO-RXN	EC:1.12.98.2			KEGG:R04455		true
GO:0050454	coenzyme F420 hydrogenase activity	RHEA:23760	MetaCyc:COENZYME-F420-HYDROGENASE-RXN	EC:1.12.98.1			KEGG:R03025		true
GO:0051911	Methanosarcina-phenazine hydrogenase activity	RHEA:24436	MetaCyc:RXN-7733	EC:1.12.98.3					true
GO:0003834	beta-carotene 15,15'-monooxygenase activity	RHEA:10407	MetaCyc:BETA-CAROTENE-1515-DIOXYGENASE-RXN	EC:1.14.99.36			KEGG:R00032		true
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	RHEA:16189	MetaCyc:4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC:1.13.11.27		UM-BBD_reactionID:r0298			true
GO:0004051	arachidonate 5-lipoxygenase activity	RHEA:24751	MetaCyc:ARACHIDONATE-5-LIPOXYGENASE-RXN	EC:1.13.11.34					true
GO:0004052	arachidonate 12-lipoxygenase activity	RHEA:10428	MetaCyc:ARACHIDONATE-12-LIPOXYGENASE-RXN	EC:1.13.11.31			KEGG:R01596		true
GO:0004411	homogentisate 1,2-dioxygenase activity	RHEA:15449	MetaCyc:HOMOGENTISATE-12-DIOXYGENASE-RXN	EC:1.13.11.5		UM-BBD_reactionID:r0105	KEGG:R02519		true
GO:0004833	tryptophan 2,3-dioxygenase activity	RHEA:24536	MetaCyc:TRYPTOPHAN-23-DIOXYGENASE-RXN	EC:1.13.11.11					true
GO:0008127	quercetin 2,3-dioxygenase activity	RHEA:15381	MetaCyc:QUERCETIN-23-DIOXYGENASE-RXN	EC:1.13.11.24		UM-BBD_reactionID:r0891	KEGG:R02156		true
GO:0008687	3,4-dihydroxyphenylacetate 2,3-dioxygenase activity	RHEA:15633	MetaCyc:1.13.11.15-RXN	EC:1.13.11.15		UM-BBD_reactionID:r0364	KEGG:R03303		true
GO:0010308	acireductone dioxygenase (Ni2+-requiring) activity	RHEA:14161	MetaCyc:R146-RXN	EC:1.13.11.53			KEGG:R07363		true
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	RHEA:24504	MetaCyc:R147-RXN	EC:1.13.11.54			KEGG:R07364		true
GO:0010436	carotenoid dioxygenase activity								false
GO:0016165	linoleate 13S-lipoxygenase activity	RHEA:22780	MetaCyc:LIPOXYGENASE-RXN	EC:1.13.11.12					true
GO:0017172	cysteine dioxygenase activity	RHEA:20441	MetaCyc:CYSTEINE-DIOXYGENASE-RXN	EC:1.13.11.20			KEGG:R00893		true
GO:0018542	2,3-dihydroxy DDT 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0452			true
GO:0018555	phenanthrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0455			true
GO:0018556	2,2',3-trihydroxybiphenyl dioxygenase activity			EC:1.13.11	UM-BBD_enzymeID:e0032				true
GO:0018558	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0049			true
GO:0018559	1,1-dichloro-2-(dihydroxy-4-chlorophenyl)-(4-chlorophenyl)ethene 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0442			true
GO:0018560	protocatechuate 3,4-dioxygenase type II activity			EC:1.13.11		UM-BBD_reactionID:r0581			true
GO:0018561	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0457			true
GO:0018563	2,3-dihydroxy-ethylbenzene 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0310			true
GO:0018564	carbazole 1,9a-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0456			true
GO:0018565	dihydroxydibenzothiophene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0162			true
GO:0018566	1,2-dihydroxynaphthalene-6-sulfonate 1,8a-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0324			true
GO:0018567	styrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0256			true
GO:0018568	3,4-dihydroxyphenanthrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0501			true
GO:0018569	hydroquinone 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0228			true
GO:0018570	p-cumate 2,3-dioxygenase activity		MetaCyc:RXN-664	EC:1.13.11		UM-BBD_reactionID:r0395			true
GO:0018571	2,3-dihydroxy-p-cumate dioxygenase activity		MetaCyc:RXN-666	EC:1.13.11		UM-BBD_reactionID:r0397			true
GO:0018572	3,5-dichlorocatechol 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0276			true
GO:0018573	2-aminophenol 1,6-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0305			true
GO:0018574	2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity			EC:1.13.11	UM-BBD_enzymeID:e0422				true
GO:0018575	chlorocatechol 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0655			true
GO:0018578	protocatechuate 3,4-dioxygenase activity	RHEA:10084	MetaCyc:PROTOCATECHUATE-34-DIOXYGENASE-RXN	EC:1.13.11.3		UM-BBD_reactionID:r0143			true
GO:0018579	protocatechuate 4,5-dioxygenase activity	RHEA:24044	MetaCyc:PROTOCATECHUATE-45-DIOXYGENASE-RXN	EC:1.13.11.8		UM-BBD_reactionID:r0144			true
GO:0018581	hydroxyquinol 1,2-dioxygenase activity	RHEA:19441	MetaCyc:HYDROXYQUINOL-12-DIOXYGENASE-RXN	EC:1.13.11.37		UM-BBD_reactionID:r0232			true
GO:0018582	1-hydroxy-2-naphthoate 1,2-dioxygenase activity	RHEA:14749	MetaCyc:1.13.11.38-RXN	EC:1.13.11.38		UM-BBD_reactionID:r0486			true
GO:0018583	biphenyl-2,3-diol 1,2-dioxygenase activity	RHEA:14413	MetaCyc:BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN	EC:1.13.11.39	UM-BBD_enzymeID:e0127				true
GO:0019114	catechol dioxygenase activity			EC:1.13.11					false
GO:0019117	dihydroxyfluorene dioxygenase activity			EC:1.13.11					false
GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity	RHEA:17953	MetaCyc:1.13.11.6-RXN	EC:1.13.11.6		UM-BBD_reactionID:r1027	KEGG:R02665		true
GO:0033751	linoleate 8R-lipoxygenase	RHEA:25395		EC:1.13.11.60					true
GO:0033752	acetylacetone-cleaving enzyme activity	RHEA:12877		EC:1.13.11.50					true
GO:0033754	indoleamine 2,3-dioxygenase activity		MetaCyc:RXN-8664|MetaCyc:RXN-8665	EC:1.13.11.52					true
GO:0033755	sulfur oxygenase/reductase activity	RHEA:13957	MetaCyc:1.13.11.55-RXN	EC:1.13.11.55					true
GO:0034543	5-aminosalicylate dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0809			true
GO:0034803	3-hydroxy-2-naphthoate 2,3-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1104			true
GO:0034806	benzo(a)pyrene 11,12-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1124			true
GO:0034808	benzo(a)pyrene 4,5-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1126			true
GO:0034810	4,5-dihydroxybenzo(a)pyrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1128			true
GO:0034811	benzo(a)pyrene 9,10-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1132			true
GO:0034812	9,10-dihydroxybenzo(a)pyrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1134			true
GO:0034813	benzo(a)pyrene 7,8-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1137			true
GO:0034814	7,8-dihydroxy benzo(a)pyrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1138			true
GO:0034827	1,2-dihydroxy-5,6,7,8-tetrahydronaphthalene extradiol dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1171			true
GO:0034834	2-mercaptobenzothiazole dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1177			true
GO:0034895	pyridine-3,4-diol dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1398			true
GO:0034920	pyrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0934			true
GO:0034922	4,5-dihydroxypyrene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0936			true
GO:0034934	phenanthrene-4-carboxylate dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0939			true
GO:0034935	tetrachlorobenzene dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0957			true
GO:0034936	4,6-dichloro-3-methylcatechol 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r0959			true
GO:0034955	2,3-dihydroxydiphenyl ether dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1451			true
GO:0034956	diphenyl ether 1,2-dioxygenase activity			EC:1.13.11		UM-BBD_reactionID:r1453			true
GO:0036238	gallate dioxygenase activity	RHEA:28927	MetaCyc:GALLATE-DIOXYGENASE-RXN	EC:1.13.11.57			KEGG:R09565		true
GO:0036403	arachidonate 8(S)-lipoxygenase activity	RHEA:38675		EC:1.13.11			KEGG:R07053		true
GO:0043898	2,3-dihydroxybiphenyl 1,2-dioxygenase activity								true
GO:0045133	2,3-dihydroxybenzoate 3,4-dioxygenase activity	RHEA:18477	MetaCyc:1.13.11.14-RXN	EC:1.13.11.14			KEGG:R01507		true
GO:0047069	7,8-dihydroxykynurenate 8,8a-dioxygenase activity	RHEA:23400	MetaCyc:1.13.11.10-RXN	EC:1.13.11.10			KEGG:R03253		true
GO:0047070	3-carboxyethylcatechol 2,3-dioxygenase activity		MetaCyc:1.13.11.16-RXN	EC:1.13.11.16					true
GO:0047071	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase activity	RHEA:21352	MetaCyc:1.13.11.25-RXN	EC:1.13.11.25		UM-BBD_reactionID:r1151	KEGG:R04597		true
GO:0047072	2,3-dihydroxybenzoate 2,3-dioxygenase activity	RHEA:15369	MetaCyc:1.13.11.28-RXN	EC:1.13.11.28			KEGG:R01506		true
GO:0047073	2,4'-dihydroxyacetophenone dioxygenase activity	RHEA:24416	MetaCyc:1.13.11.41-RXN	EC:1.13.11.41		UM-BBD_reactionID:r1410	KEGG:R01305		true
GO:0047074	4-hydroxycatechol 1,2-dioxygenase activity		MetaCyc:RXN-10137	EC:1.13.11					true
GO:0047075	2,5-dihydroxypyridine 5,6-dioxygenase activity	RHEA:27522	MetaCyc:1.13.11.9-RXN	EC:1.13.11.9		UM-BBD_reactionID:r1443			true
GO:0047078	3-hydroxy-4-oxoquinoline 2,4-dioxygenase activity	RHEA:17949	MetaCyc:1.13.11.47-RXN	EC:1.13.11.47					true
GO:0047528	2,3-dihydroxyindole 2,3-dioxygenase activity	RHEA:19445	MetaCyc:23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN	EC:1.13.11.23			KEGG:R00983		true
GO:0047677	arachidonate 8(R)-lipoxygenase activity	RHEA:14985	MetaCyc:ARACHIDONATE-8-LIPOXYGENASE-RXN	EC:1.13.11.40			KEGG:R01594		true
GO:0047719	indole 2,3-dioxygenase activity	RHEA:11212	MetaCyc:INDOLE-23-DIOXYGENASE-RXN	EC:1.13.11.17			KEGG:R02338		true
GO:0047744	chloridazon-catechol dioxygenase activity	RHEA:20449	MetaCyc:CHLORIDAZON-CATECHOL-DIOXYGENASE-RXN	EC:1.13.11.36			KEGG:R04602		true
GO:0047762	caffeate 3,4-dioxygenase activity	RHEA:22216	MetaCyc:CAFFEATE-34-DIOXYGENASE-RXN	EC:1.13.11.22			KEGG:R03365		true
GO:0047800	cysteamine dioxygenase activity	RHEA:14409	MetaCyc:CYSTEAMINE-DIOXYGENASE-RXN	EC:1.13.11.19			KEGG:R02467		true
GO:0047922	gentisate 1,2-dioxygenase activity	RHEA:18237	MetaCyc:GENTISATE-12-DIOXYGENASE-RXN	EC:1.13.11.4			KEGG:R02656		true
GO:0050054	lignostilbene alpha beta-dioxygenase activity	RHEA:21340	MetaCyc:LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN	EC:1.13.11.43			KEGG:R00043		true
GO:0050240	pyrogallol 1,2-oxygenase activity	RHEA:19673	MetaCyc:PYROGALLOL-12-OXYGENASE-RXN	EC:1.13.11.35			KEGG:R03246		true
GO:0050297	stizolobate synthase activity	RHEA:21220	MetaCyc:STIZOLOBATE-SYNTHASE-RXN	EC:1.13.11.29					true
GO:0050298	stizolobinate synthase activity	RHEA:18465	MetaCyc:STIZOLOBINATE-SYNTHASE-RXN	EC:1.13.11.30					true
