class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0034868	2,4,4-trimethyl-3-hydroxypentanoyl-CoA dehydrogenase activity	Catalysis of the reaction: 2,4,4-trimethyl-3-hydroxypentanoyl-CoA = 2,4,4-trimethyl-3-oxopentanoyl-CoA + 2 H+ + 2 e-.	2,4,4-trimethyl-3-oxopentanoyl-CoA							
GO:0099119	3-demethylubiquinone-8 3-O-methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + 3-demethylubiquinone-8 = S-adenosyl-L-homocysteine + ubiquinone-8.	3-demethylubiquinone-8							
GO:0043682	copper-transporting ATPase activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Cu2+ = ADP + phosphate + Cu2+, directly driving the transport of the copper ions across a membrane.	Cu2+, directly driving the transport of the copper ions across a membrane							
GO:0043760	acetyldiaminopimelate aminotransferase activity	Catalysis of the reaction: N-acetyl-L-2,6-diaminoheptanedioate + 2-oxoglutarate = N-acetyl-2-L-amino-6-oxoheptanedioate + L-glutamate.	N-acetyl-L-2,6-diaminoheptanedioate							
GO:0043760	acetyldiaminopimelate aminotransferase activity	Catalysis of the reaction: N-acetyl-L-2,6-diaminoheptanedioate + 2-oxoglutarate = N-acetyl-2-L-amino-6-oxoheptanedioate + L-glutamate.	N-acetyl-2-L-amino-6-oxoheptanedioate							
GO:0043760	acetyldiaminopimelate aminotransferase activity	Catalysis of the reaction: N-acetyl-L-2,6-diaminoheptanedioate + 2-oxoglutarate = N-acetyl-2-L-amino-6-oxoheptanedioate + L-glutamate.	N-acetyl-L-2,6-diaminoheptanedioate							
GO:0043760	acetyldiaminopimelate aminotransferase activity	Catalysis of the reaction: N-acetyl-L-2,6-diaminoheptanedioate + 2-oxoglutarate = N-acetyl-2-L-amino-6-oxoheptanedioate + L-glutamate.	N-acetyl-2-L-amino-6-oxoheptanedioate							
GO:0050185	phosphatidylinositol deacylase activity	Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol + H(2)O = 1-acyl-sn-glycero-3-phospho-D-myo-inositol + a carboxylate + H(+).	H(2)O							
GO:0050185	phosphatidylinositol deacylase activity	Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol + H(2)O = 1-acyl-sn-glycero-3-phospho-D-myo-inositol + a carboxylate + H(+).	carboxylate	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion	newsyn	0.5			
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0047797	cyclohexanone dehydrogenase activity	Catalysis of the reaction: A + cyclohexanone = AH(2) + cyclohex-2-enone.	AH(2)							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0004080	biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(propanoyl-CoA:carbon-dioxide ligase (ADP-forming)) = AMP + diphosphate + (propanoyl-CoA:carbon-dioxide ligase (ADP-forming)).	(propanoyl-CoA:carbon-dioxide ligase (ADP-forming))							
GO:0050224	prunasin beta-glucosidase activity	Catalysis of the reaction: (R)-prunasin + H(2)O = D-glucose + mandelonitrile.	H(2)O							
GO:0052887	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity	Catalysis of the reaction: 7,9,9'-tri-cis-neurosporene + a quinone = 7,9,7',9'-tetra-cis-lycopene + a quinol.	7,9,7',9'-tetra-cis-lycopene							
GO:0052887	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity	Catalysis of the reaction: 7,9,9'-tri-cis-neurosporene + a quinone = 7,9,7',9'-tetra-cis-lycopene + a quinol.	quinol	http://purl.obolibrary.org/obo/CHEBI_24646	hydroquinones	newsyn	0.5			
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-galactosamine + polypeptide = UDP + N-acetyl-D-galactosaminyl-polypeptide. This reaction is the modification of serine or threonine residues in polypeptide chains by the transfer of a N-acetylgalactose from UDP-N-acetylgalactose to the hydroxyl group of the amino acid; it is the first step in O-glycan biosynthesis.	N-acetyl-D-galactosaminyl-polypeptide							
GO:0052852	very-long-chain-(S)-2-hydroxy-acid oxidase activity	Catalysis of the reaction: very-long-chain (S)-2-hydroxy-acid + O2 = very-long-chain 2-oxo acid + hydrogen peroxide. Very long chain refers to a chain length of greater than 18 carbons.	very-long-chain (S)-2-hydroxy-acid							
GO:0052852	very-long-chain-(S)-2-hydroxy-acid oxidase activity	Catalysis of the reaction: very-long-chain (S)-2-hydroxy-acid + O2 = very-long-chain 2-oxo acid + hydrogen peroxide. Very long chain refers to a chain length of greater than 18 carbons.	very-long-chain 2-oxo acid							
GO:0050459	ethanolamine-phosphate phospho-lyase activity	Catalysis of the reaction: H(2)O + phosphoethanolamine = acetaldehyde + NH(4)(+) + phosphate.	H(2)O							
GO:0050459	ethanolamine-phosphate phospho-lyase activity	Catalysis of the reaction: H(2)O + phosphoethanolamine = acetaldehyde + NH(4)(+) + phosphate.	NH(4)(+)							
GO:0008253	5'-nucleotidase activity	Catalysis of the reaction: a 5'-ribonucleotide + H2O = a ribonucleoside + phosphate.	5'-ribonucleotide							
GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R = UDP + N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R.	beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R							
GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R = UDP + N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R.	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R							
GO:0061812	cyclic ADP-ribose hydrolase	Catalysis of the reaction: cyclic ADP-ribose + H20 = ADP-ribose (ADPR).	H20							
GO:0061812	cyclic ADP-ribose hydrolase	Catalysis of the reaction: cyclic ADP-ribose + H20 = ADP-ribose (ADPR).	ADP-ribose (ADPR)							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	crotonyl-CoA							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	lysine in peptide							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	N-crotonyl-lysine-peptide							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	crotonyl-CoA							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	lysine in peptide							
GO:0140064	peptide crotonyltransferase activity	Catalysis of the reaction: crotonyl-CoA + lysine in peptide = CoA + N-crotonyl-lysine-peptide.	N-crotonyl-lysine-peptide							
GO:0102252	cellulose 1,4-beta-cellobiosidase activity (reducing end)	Catalysis of the reaction: n H2O + a cellodextrin = n beta-cellobiose, releasing cellobiose from the reducing ends of the chains.	n H2O							
GO:0102252	cellulose 1,4-beta-cellobiosidase activity (reducing end)	Catalysis of the reaction: n H2O + a cellodextrin = n beta-cellobiose, releasing cellobiose from the reducing ends of the chains.	n beta-cellobiose, releasing cellobiose from the reducing ends of the chains							
GO:0052685	perillic acid:CoA ligase (ADP-forming) activity	Catalysis of the reaction: perillic acid + CoA-SH + ATP = H2O + ADP + phosphate + perillyl-CoA.	perillyl-CoA							
GO:0010488	UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity	Catalysis of the reaction: UDP-galactose + N-glycan = galactose-beta-1,3-N-glycan + UDP.	galactose-beta-1,3-N-glycan							
GO:0004065	arylsulfatase activity	Catalysis of the reaction: a phenol sulfate + H2O = a phenol + sulfate.	phenol sulfate							
GO:0034826	1,2-dihydroxy-1,2,5,6,7,8-hexyhadronaphthalene dehydrogenase activity	Catalysis of the reaction: cis-1,2-dihydroxy-1,2,5,6,7,8-hexahydronaphthalene + NAD+ = 1,2-dihydroxy-5,6,7,8-tetrahydronaphthalene + NADH + H+.	cis-1,2-dihydroxy-1,2,5,6,7,8-hexahydronaphthalene							
GO:0034826	1,2-dihydroxy-1,2,5,6,7,8-hexyhadronaphthalene dehydrogenase activity	Catalysis of the reaction: cis-1,2-dihydroxy-1,2,5,6,7,8-hexahydronaphthalene + NAD+ = 1,2-dihydroxy-5,6,7,8-tetrahydronaphthalene + NADH + H+.	1,2-dihydroxy-5,6,7,8-tetrahydronaphthalene							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	O(2)							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	CO(2)							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	H(2)O							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	O(2)							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	CO(2)							
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	Catalysis of the reaction: 1-aminocyclopropane-1-carboxylate + L-ascorbate + O(2) = CO(2) + dehydroascorbate + ethylene + 2 H(2)O + hydrogen cyanide. Ethene is also known as ethylene.	H(2)O							
GO:0033720	(S)-mandelate dehydrogenase activity	Catalysis of the reaction: (S)-2-hydroxy-2-phenylacetate + acceptor = 2-oxo-2-phenylacetate + reduced acceptor.	(S)-2-hydroxy-2-phenylacetate							
GO:0033720	(S)-mandelate dehydrogenase activity	Catalysis of the reaction: (S)-2-hydroxy-2-phenylacetate + acceptor = 2-oxo-2-phenylacetate + reduced acceptor.	2-oxo-2-phenylacetate							
GO:0033720	(S)-mandelate dehydrogenase activity	Catalysis of the reaction: (S)-2-hydroxy-2-phenylacetate + acceptor = 2-oxo-2-phenylacetate + reduced acceptor.	reduced acceptor							
GO:0071518	autoinducer-2 kinase activity	Catalysis of the reaction: 4,5-dihydroxy-pentane-2,3-dione + ATP = 5-phospho-4-hydroxy-pentane-2,3-dione (P-DPD) + ADP.	4,5-dihydroxy-pentane-2,3-dione							
GO:0071518	autoinducer-2 kinase activity	Catalysis of the reaction: 4,5-dihydroxy-pentane-2,3-dione + ATP = 5-phospho-4-hydroxy-pentane-2,3-dione (P-DPD) + ADP.	5-phospho-4-hydroxy-pentane-2,3-dione (P-DPD)							
GO:0047492	xanthan lyase activity	Catalysis of the reaction: xanthan = oligosaccharide with 4-deoxy-alpha-L-threo-hex-4-enuronosyl end + pyruvylate mannose. This reaction is the eliminative cleavage of the terminal beta-D-mannosyl-beta-D-1,4-glucuronosyl linkage of the side-chain of the polysaccharide xanthan, leaving a 4-deoxy-alpha-L-threo-hex-4-enuronosyl group at the terminus of the side-chain.	xanthan							
GO:0047492	xanthan lyase activity	Catalysis of the reaction: xanthan = oligosaccharide with 4-deoxy-alpha-L-threo-hex-4-enuronosyl end + pyruvylate mannose. This reaction is the eliminative cleavage of the terminal beta-D-mannosyl-beta-D-1,4-glucuronosyl linkage of the side-chain of the polysaccharide xanthan, leaving a 4-deoxy-alpha-L-threo-hex-4-enuronosyl group at the terminus of the side-chain.	oligosaccharide with 4-deoxy-alpha-L-threo-hex-4-enuronosyl end							
GO:0047492	xanthan lyase activity	Catalysis of the reaction: xanthan = oligosaccharide with 4-deoxy-alpha-L-threo-hex-4-enuronosyl end + pyruvylate mannose. This reaction is the eliminative cleavage of the terminal beta-D-mannosyl-beta-D-1,4-glucuronosyl linkage of the side-chain of the polysaccharide xanthan, leaving a 4-deoxy-alpha-L-threo-hex-4-enuronosyl group at the terminus of the side-chain.	pyruvylate mannose							
GO:0034892	endosulfan lactone lactonase activity	Catalysis of the reaction: endosulfan lactone + H2O = endosulfan hydroxycarboxylate + H+.	endosulfan lactone							
GO:0034892	endosulfan lactone lactonase activity	Catalysis of the reaction: endosulfan lactone + H2O = endosulfan hydroxycarboxylate + H+.	endosulfan hydroxycarboxylate							
GO:0047596	6-methylsalicylate decarboxylase activity	Catalysis of the reaction: 6-methylsalicylate + H(+) = 3-cresol + CO(2).	3-cresol							
GO:0047596	6-methylsalicylate decarboxylase activity	Catalysis of the reaction: 6-methylsalicylate + H(+) = 3-cresol + CO(2).	CO(2)							
GO:0043732	6-hydroxynicotinate dehydrogenase activity	Catalysis of the reaction: 6-hydroxynicotinate + H(2)O + O(2) = 2,6-dihydroxynicotinate + H(2)O(2).	H(2)O							
GO:0043732	6-hydroxynicotinate dehydrogenase activity	Catalysis of the reaction: 6-hydroxynicotinate + H(2)O + O(2) = 2,6-dihydroxynicotinate + H(2)O(2).	O(2)							
GO:0043732	6-hydroxynicotinate dehydrogenase activity	Catalysis of the reaction: 6-hydroxynicotinate + H(2)O + O(2) = 2,6-dihydroxynicotinate + H(2)O(2).	H(2)O(2)							
GO:0004725	protein tyrosine phosphatase activity	Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate.	protein tyrosine phosphate							
GO:0004725	protein tyrosine phosphatase activity	Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate.	protein tyrosine							
GO:0019161	diamine transaminase activity	Catalysis of the reaction: an alpha,omega-diamine + 2-oxoglutarate = an omega-aminoaldehyde + L-glutamate.	alpha,omega-diamine							
GO:0019161	diamine transaminase activity	Catalysis of the reaction: an alpha,omega-diamine + 2-oxoglutarate = an omega-aminoaldehyde + L-glutamate.	alpha,omega-diamine							
GO:0033283	organic acid-transporting ATPase activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + organic acid(out/in) = ADP + phosphate + organic acid(in/out).	organic acid(out/in)							
GO:0033283	organic acid-transporting ATPase activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + organic acid(out/in) = ADP + phosphate + organic acid(in/out).	organic acid(in/out)							
GO:0101021	estrogen 2-hydroxylase activity	Catalysis of the reaction: estrogen + donor-H2 + O2 = 2-hydroxyestrogen + H2O.	donor-H2							
GO:0101021	estrogen 2-hydroxylase activity	Catalysis of the reaction: estrogen + donor-H2 + O2 = 2-hydroxyestrogen + H2O.	2-hydroxyestrogen							
GO:0045486	naringenin 3-dioxygenase activity	Catalysis of the reaction: naringenin + 2-oxoglutarate + O2 = dihydrokaempferol + succinate + CO2.	dihydrokaempferol							
GO:0047124	L-erythro-3,5-diaminohexanoate dehydrogenase activity	Catalysis of the reaction: (3S,5S)-3,5-diaminohexanoate + H(2)O + NAD(+) = (S)-5-amino-3-oxo-hexanoate + H(+) + NADH + NH(4)(+).	H(2)O							
GO:0047124	L-erythro-3,5-diaminohexanoate dehydrogenase activity	Catalysis of the reaction: (3S,5S)-3,5-diaminohexanoate + H(2)O + NAD(+) = (S)-5-amino-3-oxo-hexanoate + H(+) + NADH + NH(4)(+).	(S)-5-amino-3-oxo-hexanoate							
GO:0047124	L-erythro-3,5-diaminohexanoate dehydrogenase activity	Catalysis of the reaction: (3S,5S)-3,5-diaminohexanoate + H(2)O + NAD(+) = (S)-5-amino-3-oxo-hexanoate + H(+) + NADH + NH(4)(+).	NH(4)(+)							
